Market Code,Supplier,Supplier Depot,Price List ID, Price List Name,SKU,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,Price,Units per Case, Converted To,Unit Price, Purchaser Units Attached
"Lamb","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","lm505",213780,"Food","Meat & Poultry","Lamb (Chilled)","Slaney Valley Lamb : Rump : Boneless",,"Slaney Valley",,"4x500g",4.0000,1,"500.000","g",,0%,,,"2.0000000","kg","0","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW801",213309,"Food","Vegetable Fresh: Vegetables","Shallots","Shallots : Banana",,,,"1x500g",1.0000,1,"500.000","g",,0%,"4.00","0.5000000","kg","8","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW724",213283,"Food","Vegetable Fresh: Vegetables","Carrots","Carrots",,,,"1x1kg",1.0000,1,"1.000","kg",,0%,"0.80","1.0000000","kg","0.8","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Fruit","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","FW580",213259,"Food","Fruit Fresh: Fruit","Lime","Limes",,,,"1x6each",1.0000,1,"6.000","each",,0%,"1.81","6.0000000","each","0.3017","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Fruit","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","FW611",213258,"Food","Fruit Fresh: Fruit","Lemon","Lemons",,,,"1x6each",1.0000,1,"6.000","each",,0%,"1.80","6.0000000","each","0.3","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Fruit","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","FW576",213255,"Food","Fruit Fresh: Fruit","Grapes","Grapes : Black : Seedless",,,,"1x500g",1.0000,1,"500.000","g",,0%,"2.65","0.5000000","kg","5.3","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","CE1163Z",213041,"Food","Frozen: Bakery","Bread (Frozen)","Penny Loaf : Mixed : 45-55g",,,,"144x1each",144.0000,1,"1.000","each",,0%,"41.26","144.0000000","each","0.2865","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","T212",211898,"Food","Ambient & Chilled: Cooking Ingredients","Cooking Wine & Other","Wine : Cooking : Red : Seasoned",,,,"1x5ltr",1.0000,1,"5.000","ltr",,0%,"10.52","5.0000000","ltr","2.104","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dairy","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","CH2441",211836,"Food","Dairy: Cheese","French (Chilled)","Brie Wheel : 60% : (Approx 1kg)",,,,"Kg",1.0000,1,"1.000","kg",,0%,"9.61","1.0000000","kg","9.61","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","SP246",209656,"Food","Ambient & Chilled: Cooking Ingredients","Salt","Salt : Sea : Coarse",,,,"1x1kg",1.0000,1,"1.000","kg",,0%,"1.05","1.0000000","kg","1.05","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW764",209274,"Food","Vegetable Fresh: Vegetables","Ginger","Ginger",,,,"1x500g",1.0000,1,"500.000","g",,0%,"2.50","0.5000000","kg","5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW787",209231,"Food","Vegetable Fresh: Vegetables","Leeks","Leeks",,,,"1x5kg",1.0000,1,"5.000","kg",,0%,"8.00","5.0000000","kg","1.6","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dairy","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","CH4367",208301,"Food","Dairy: Cheese","Italian (Chilled)","Grana Padano : Grated : Parmesan Style",,,,"1x1kg",1.0000,1,"1.000","kg",,0%,"15.47","1.0000000","kg","15.47","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW711",208045,"Food","Vegetable Fresh: Vegetables","Peas","Peas : Sugar Snap",,,,"1x1.5kg",1.0000,1,"1.500","kg",,0%,"11.50","1.5000000","kg","7.6667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","FW617",208044,"Food","Vegetable Fresh: Vegetables","Beans","Beans : Extra Fine",,,,"1x1.5kg",1.0000,1,"1.500","kg",,0%,"11.50","1.5000000","kg","7.6667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VR103",207897,"Food","Ambient & Chilled: Table Sauce & Condiments","Vinegar","Vinegar : Red Wine : Aged",,,,"1x5ltr",1.0000,1,"5.000","ltr",,0%,"9.32","5.0000000","ltr","1.864","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dairy","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","CH1150",207298,"Food","Dairy: Cheese","Other (Chilled)","Compsey Creamery Cream Cheese : Full Fat",,"Compsey Creamery",,"1x2kg",1.0000,1,"2.000","kg",,0%,"14.05","2.0000000","kg","7.025","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","SL327",206922,"Food","Vegetable Fresh: Salad","Lettuce","Lettuce : Mixed Leaves",,,,"1x500g",1.0000,1,"500.000","g",,0%,"3.83","0.5000000","kg","7.66","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Poultry","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","TY113",206496,"Food","Meat & Poultry","Turkey (Chilled)","Turkey : 4.5-6.5kg : Butterfly : Skin On",,,,"Kg",1.0000,1,"1.000","kg",,0%,"6.06","1.0000000","kg","6.06","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW783",206415,"Food","Vegetable Fresh: Vegetables","Courgette","Courgettes",,,,"Kg",1.0000,1,"1.000","kg",,0%,"3.50","1.0000000","kg","3.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","490066",206387,"Food","Vegetable Fresh: Herbs & Spices","Parsley","Parsley : Flat",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VP713",204580,"Food","Vegetable Fresh: Vegetables, Prepared","Onions","Onions : Red : Peeled",,,,"1x2kg",1.0000,1,"2.000","kg",,0%,"5.90","2.0000000","kg","2.95","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","DY200",203284,"Food","Dairy: Dairy Products (UHT)","Cream (UHT)","Debic Cream : Long Life : 35% Fat",,"Debic",,"1x2ltr",1.0000,1,"2.000","ltr",,0%,"7.05","2.0000000","ltr","3.525","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Frozen","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","BR349Z",202456,"Food","Frozen: Bakery","Bread (Frozen)","Ciabattina : Sliced : Grilled",,,,"36x120g",36.0000,1,"120.000","g",,0%,"19.27","4.3200000","kg","4.4606","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Pork","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","BC040",201159,"Food","Meat & Poultry","Bacon (Chilled)","Bacon : Back Rashers : 5lb : Rindless",,,,"1x2.27kg",1.0000,1,"2.270","kg",,0%,"12.19","2.2700000","kg","5.37","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","491013",201141,"Food","Vegetable Fresh: Herbs & Spices","Thyme","Thyme",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","491016",201138,"Food","Vegetable Fresh: Herbs & Spices","Tarragon","Tarragon",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","HB580",201134,"Food","Vegetable Fresh: Herbs & Spices","Sage","Sage",,,,"1x50g",1.0000,1,"50.000","g",,0%,"1.35","0.0500000","kg","27","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","491011",201130,"Food","Vegetable Fresh: Herbs & Spices","Rosemary","Rosemary",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","490129",201105,"Food","Vegetable Fresh: Herbs & Spices","Dill","Dill",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","490071",201099,"Food","Vegetable Fresh: Herbs & Spices","Coriander","Coriander",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","490083",201096,"Food","Vegetable Fresh: Herbs & Spices","Chives","Chives",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","491021",201093,"Food","Vegetable Fresh: Herbs & Spices","Chervil","Chervil",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","491005",201085,"Food","Vegetable Fresh: Herbs & Spices","Basil","Basil",,,,"1x100g",1.0000,1,"100.000","g",,0%,"1.85","0.1000000","kg","18.5","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Dry","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW763",201022,"Food","Vegetable Fresh: Salad","Peppers","Peppers : Yellow",,,,"1x5kg",1.0000,1,"5.000","kg",,0%,"14.50","5.0000000","kg","2.9","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","SL337",200993,"Food","Vegetable Fresh: Salad","Lettuce","Lettuce : Oak Leaf",,,,"1x1each",1.0000,1,"1.000","each",,0%,"1.75","1.0000000","each","1.75","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","SL336",200989,"Food","Vegetable Fresh: Salad","Lettuce","Lettuce : Lolla Rosso ( Lollo Rossa )",,,,"1x1each",1.0000,1,"1.000","each",,0%,"1.75","1.0000000","each","1.75","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","SL334",200974,"Food","Vegetable Fresh: Salad","Lettuce","Lettuce : Iceberg",,,,"1x1each",1.0000,1,"1.000","each",,0%,"1.10","1.0000000","each","1.1","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","SL330",200964,"Food","Vegetable Fresh: Salad","Lettuce","Lettuce : Chinese Leaf",,,,"1x1each",1.0000,1,"1.000","each",,0%,"1.73","1.0000000","each","1.73","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW705",200957,"Food","Vegetable Fresh: Salad","Cucumber","Cucumbers",,,,"1x1each",1.0000,1,"1.000","each",,0%,"0.86","1.0000000","each","0.86","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Vegetables","Sysco Ireland",,"58010","Greyhound Racing Ireland Group Price List","VW809",200929,"Food","Vegetable Fresh: Salad","Celery","Celery",,,,"1x1each",1.0000,1,"1.000","each",,0%,"1.11","1.0000000","each","1.11","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
