EPOS ID, EPOS CODE, YIELD, GROUPING, MENU, COURSE, DISH, SELLING PRICE, TARGET GP, TAX, DISH ID
109996,1,1,Beverages,Kingdom Tralee,Rum,Captain Morgan Spiced,5.40,80,23.0000,52717,
109997,1,1,Beverages,Kingdom Tralee,Rum,Jamacian Dark Rum,5.20,77,23.0000,53320,
109998,2,1,Beverages,Kingdom Tralee,Rum,Malibu,5.20,81,23.0000,52708,
110013,1,1,Beverages,Kingdom Tralee,Shots,Baby Guinness,6.00,76.2,23.0000,52726,
110012,1,1,Beverages,Kingdom Tralee,Shots,Tequila,6.00,77.42,23.0000,52713,
109990,1,1,Beverages,Kingdom Tralee,Vodka,Huzzar Vodka,5.20,75,23.0000,52108,
109991,1,1,Beverages,Kingdom Tralee,Vodka,Smirnoff Vodka,5.50,82,23.0000,52703,
110005,1,1,Beverages,Kingdom Tralee,Whiskey - American,Jack Daniels,5.60,71,23.0000,52714,
110006,1,1,Beverages,Kingdom Tralee,Whiskey - American,Southern Comfort,5.00,73,23.0000,52715,
110003,1,1,Beverages,Kingdom Tralee,Whiskey - Irish,Bushmills Black Bush,6.00,74,23.0000,52735,
110001,1,1,Beverages,Kingdom Tralee,Whiskey - Irish,Bushmills Original,5.50,76,23.0000,52705,
109999,1,1,Beverages,Kingdom Tralee,Whiskey - Irish,Jameson,5.20,72.5,23.0000,52699,
110002,1,1,Beverages,Kingdom Tralee,Whiskey - Irish,Paddys,5.20,75,23.0000,52744,
110000,1,1,Beverages,Kingdom Tralee,Whiskey - Irish,Powers,5.20,74,23.0000,52700,
110004,1,1,Beverages,Kingdom Tralee,Whisky - Scotch,Black & White,5.20,76.9,23.0000,52704,
109931,1,1,Beverages,Kingdom Tralee,White Wine Bottle,Borsari Pinot Grigio Garganega Italy 75cl,29.90,73.66,23.0000,52476,
109935,1,1,Beverages,Kingdom Tralee,White Wine Bottle,Copperfield Chenin Blanc South Africa 75cl,28.00,72.3,23.0000,52507,
109932,1,1,Beverages,Kingdom Tralee,White Wine Bottle,Lopez de Haro Rosado Spain 75cl,32.00,66.88,23.0000,52483,
109933,1,1,Beverages,Kingdom Tralee,White Wine Bottle,Marlborough Sun Sauvignon Blanc 75cl,43.00,67.86,23.0000,52491,
109934,1,1,Beverages,Kingdom Tralee,White Wine Bottle,Montanas Y Mar Sauvignon Blanc Chile 75cl,29.90,71.94,23.0000,52498,
109936,1,1,Beverages,Kingdom Tralee,White Wine Bottle,Pioner Mundi Albarino Spain 75cl,32.00,64.7,23.0000,53319,
109930,1,1,Beverages,Kingdom Tralee,White Wine Bottle,Tocornal Chardonnay Chile 75cl,29.00,72.34,23.0000,52475,
109938,2,4.2,Beverages,Kingdom Tralee,White Wine Glass,Borsari Pinot Grigio Garganega Italy 75cl,8.00,76.56,23.0000,52476,
109939,2,4.2,Beverages,Kingdom Tralee,White Wine Glass,Montanas Y Mar Sauvignon Blanc Chile 75cl,8.00,75.03,23.0000,52498,
109937,2,4.2,Beverages,Kingdom Tralee,White Wine Glass,Tocornal Chardonnay Chile 75cl,7.50,74.53,23.0000,52475,
110055,1,1,Beverages,Limerick,Bottled Beer,Can WCC Original 250ml,5.90,66.1,23.0000,52362,
110056,1,1,Beverages,Limerick,Bottled Beer,Can WCC Rose 250ml,5.90,66.1,23.0000,52364,
110049,1,1,Beverages,Limerick,Bottled Beer,L/N Coors Light 330ml,5.80,75.6,23.0000,52348,
110051,1,1,Beverages,Limerick,Bottled Beer,L/N Heineken 0.0 330ml,5.10,75.7,23.0000,52351,
110048,1,1,Beverages,Limerick,Bottled Beer,L/N Heineken 355ml,5.80,71,23.0000,52346,
110053,1,1,Beverages,Limerick,Bottled Beer,L/N Smirnoff Ice 275ml,5.90,73,23.0000,52360,
110050,1,1,Beverages,Limerick,Bottled Beer,L/N Sol 330ml,5.80,73,23.0000,52349,
110054,1,1,Beverages,Limerick,Bottled Beer,L/N WKD Blue 275ml,5.90,75,23.0000,52361,
110052,1,1,Beverages,Limerick,Bottled Beer,PT BTL Orchard Thieves 568ml,6.50,55.9,23.0000,52356,
110150,1,1,Beverages,Limerick,Brandy,Hennessy,5.80,65.8,23.0000,52697,
110080,1,1,Beverages,Limerick,Champagne/Sparkling Bottle,Dogarina Prosecco Italy 75cl,32.00,67,23.0000,52488,
110079,1,1,Beverages,Limerick,Champagne/Sparkling Bottle,Lanson Black Label Brut France 75cl,90.00,45.83,23.0000,52486,
110082,1,1,Beverages,Limerick,Champagne/Sparkling Bottle,Lanson Rose Label France 75cl,110.00,43.16,23.0000,52511,
110081,1,1,Beverages,Limerick,Champagne/Sparkling Bottle,Segura Viudas Brut Reserva Cava Spain 75cl,40.00,59.18,23.0000,52510,
110084,1,1,Beverages,Limerick,Cocktails,Cosmopolitan,11.00,70,23.0000,52696,
110045,1,1,Beverages,Limerick,Draught Beer,GL Beamish Stout,2.90,64.3,23.0000,53315,
110040,1,1,Beverages,Limerick,Draught Beer,GL Coors Light,3.20,59.5,23.0000,52340,
110038,1,1,Beverages,Limerick,Draught Beer,GL Guinness,3.00,59,23.0000,52335,
110039,1,1,Beverages,Limerick,Draught Beer,GL Heineken,3.20,59.5,23.0000,52338,
110041,1,1,Beverages,Limerick,Draught Beer,GL Moretti,3.50,56.7,23.0000,52342,
110043,1,1,Beverages,Limerick,Draught Beer,GL Murphys Red Ale,3.00,57.8,23.0000,52344,
110044,1,1,Beverages,Limerick,Draught Beer,GL Murphys Stout,3.00,58.8,23.0000,53314,
110042,1,1,Beverages,Limerick,Draught Beer,GL Orchard Thieves,3.50,61.48,23.0000,52343,
110046,1,1,Beverages,Limerick,Draught Beer,PT Beamish Stout,4.90,57.7,23.0000,53316,
110035,1,1,Beverages,Limerick,Draught Beer,PT Coors Light,5.90,56.1,23.0000,52330,
110032,1,1,Beverages,Limerick,Draught Beer,PT Guinness,5.40,54,23.0000,52105,
110033,1,1,Beverages,Limerick,Draught Beer,PT Heineken,5.90,56.1,23.0000,52326,
110036,1,1,Beverages,Limerick,Draught Beer,PT Moretti,6.90,56.1,23.0000,52333,
110034,1,1,Beverages,Limerick,Draught Beer,PT Murphys Red Ale,5.40,53.1,23.0000,52329,
110047,1,1,Beverages,Limerick,Draught Beer,PT Murphys Stout,5.40,54.3,23.0000,53317,
110037,1,1,Beverages,Limerick,Draught Beer,PT Orchards Thieves,6.20,56.5,23.0000,52334,
110131,1,1,Beverages,Limerick,Gin,Cork Dry Gin,5.20,79.9,23.0000,52701,
110132,1,1,Beverages,Limerick,Gin,Gordons Original Gin,5.50,79,23.0000,52702,
110133,1,1,Beverages,Limerick,Gin,Gordons Rose Gin,5.50,77,23.0000,53289,
110154,1,1,Beverages,Limerick,Hot Beverages,Americano Coffee,3.20,88.16,23.0000,52517,
110159,1,1,Beverages,Limerick,Hot Beverages,Americano Coffee - Takeaway,2.80,78.45,23.0000,52524,
110156,1,1,Beverages,Limerick,Hot Beverages,Cappuccino Coffee,3.70,82.17,23.0000,52520,
110160,1,1,Beverages,Limerick,Hot Beverages,Cappuccino Coffee - Takeaway,2.90,69.52,23.0000,52525,
110157,1,1,Beverages,Limerick,Hot Beverages,Espresso Coffee,2.60,80.94,23.0000,52521,
110161,1,1,Beverages,Limerick,Hot Beverages,Espresso Coffee - Takeaway,2.60,72.31,23.0000,52526,
110164,1,1,Beverages,Limerick,Hot Beverages,Hot Chocolate,2.80,74.8,23.0000,52529,
110165,1,1,Beverages,Limerick,Hot Beverages,Hot Chocolate - Takeaway,2.80,66.8,23.0000,52530,
110155,1,1,Beverages,Limerick,Hot Beverages,Latte Coffee,3.70,83.56,23.0000,52518,
110162,1,1,Beverages,Limerick,Hot Beverages,Latte Coffee - Takeaway,2.90,71.29,23.0000,52527,
110163,1,1,Beverages,Limerick,Hot Beverages,Tea - Takeaway,2.30,79.59,23.0000,52528,
110153,1,1,Beverages,Limerick,Hot Beverages,Tea Cup,2.30,89.3,23.0000,52515,
110158,1,1,Beverages,Limerick,Hot Beverages,Tea Pot,2.30,77.99,23.0000,52523,
110148,1,1,Beverages,Limerick,Liqueurs,Baileys Irish Cream,5.70,80,23.0000,52720,
110146,1,1,Beverages,Limerick,Liqueurs,Jagermeister,5.70,78,23.0000,52707,
110147,1,1,Beverages,Limerick,Liqueurs,Sambuca,5.20,75,23.0000,52712,
110149,1,1,Beverages,Limerick,Liqueurs,Tia Maria,5.00,79,23.0000,52730,
110168,1,1,Beverages,Limerick,Liqueurs Coffee,Baileys Coffee,6.50,78.7,23.0000,52727,
110169,1,1,Beverages,Limerick,Liqueurs Coffee,French Coffee,6.50,62.2,23.0000,52728,
110166,1,1,Beverages,Limerick,Liqueurs Coffee,Hot Irish Whiskey,5.50,67.1,23.0000,52724,
110170,1,1,Beverages,Limerick,Liqueurs Coffee,Hot Port,5.50,79.6,23.0000,52750,
110167,1,1,Beverages,Limerick,Liqueurs Coffee,Irish Coffee,6.50,68.7,23.0000,52725,
110091,1,1,Beverages,Limerick,Minerals & Splits,BT Cidona 440ml,3.50,69.5,23.0000,52373,
110086,1,1,Beverages,Limerick,Minerals & Splits,BT Coca Cola 200ml,3.00,75.4,23.0000,52366,
110106,1,1,Beverages,Limerick,Minerals & Splits,BT Coca Cola 500ml,3.00,58.57,23.0000,52394,
110090,1,1,Beverages,Limerick,Minerals & Splits,BT Coke Zero 200ml,2.90,76,23.0000,52371,
110105,1,1,Beverages,Limerick,Minerals & Splits,BT Coke Zero 500ml,3.00,62,23.0000,52391,
110087,1,1,Beverages,Limerick,Minerals & Splits,BT Diet Coke 200ml,2.90,76,23.0000,52367,
110127,1,1,Beverages,Limerick,Minerals & Splits,BT Diet Coke 500ml,3.00,62.09,23.0000,52436,
110128,1,1,Beverages,Limerick,Minerals & Splits,BT Elderflower Tonic Water 200ml,3.50,80.29,23.0000,52437,
110089,1,1,Beverages,Limerick,Minerals & Splits,BT Fanta Lemon 200ml,3.00,80,23.0000,52370,
110121,1,1,Beverages,Limerick,Minerals & Splits,BT Fanta Lemon 500ml,3.00,64.69,23.0000,52425,
110088,1,1,Beverages,Limerick,Minerals & Splits,BT Fanta Orange 200ml,3.00,80,23.0000,52369,
110120,1,1,Beverages,Limerick,Minerals & Splits,BT Fanta Orange 500ml,3.00,67.11,23.0000,52424,
110101,1,1,Beverages,Limerick,Minerals & Splits,BT Ginger Ale 125ml,2.20,75.5,23.0000,52385,
110092,1,1,Beverages,Limerick,Minerals & Splits,BT Lucozade,3.50,73.67,23.0000,52374,
110093,1,1,Beverages,Limerick,Minerals & Splits,BT Orange Juice 200ml,3.00,74.38,23.0000,52375,
110099,1,1,Beverages,Limerick,Minerals & Splits,BT Slimline Tonic 125ml,2.20,75.5,23.0000,52383,
110102,1,1,Beverages,Limerick,Minerals & Splits,BT Soda Water 125ml,2.20,75.5,23.0000,52387,
110095,1,1,Beverages,Limerick,Minerals & Splits,BT Sparkling Water 330ml,3.00,81.2,23.0000,52378,
110104,1,1,Beverages,Limerick,Minerals & Splits,BT Sparkling Water 500ml,3.00,89,23.0000,52389,
110097,1,1,Beverages,Limerick,Minerals & Splits,BT Sparkling Water 750ml,6.00,76.9,23.0000,52381,
110085,1,1,Beverages,Limerick,Minerals & Splits,BT Sprite Zero 200ml,2.90,79.2,23.0000,52365,
110107,1,1,Beverages,Limerick,Minerals & Splits,BT Sprite Zero 500ml,3.00,30.33,23.0000,52396,
110094,1,1,Beverages,Limerick,Minerals & Splits,BT Still Water 330ml,3.00,81.2,23.0000,52377,
110103,1,1,Beverages,Limerick,Minerals & Splits,BT Still Water 500ml,3.00,89,23.0000,52388,
110096,1,1,Beverages,Limerick,Minerals & Splits,BT Still Water 750ml,6.00,76.9,23.0000,52379,
110098,1,1,Beverages,Limerick,Minerals & Splits,BT Tonic Water 125ml,2.20,75.5,23.0000,52382,
110100,1,1,Beverages,Limerick,Minerals & Splits,BT White Lemonade 125ml,2.20,74.6,23.0000,52384,
110126,1,1,Beverages,Limerick,Minerals & Splits,Can Monster Energy 250ml,4.20,74.3,23.0000,52434,
110113,1,1,Beverages,Limerick,Minerals & Splits,Dash Cordial Blackcurrant 150ml,1.00,81.27,23.0000,52412,
110112,1,1,Beverages,Limerick,Minerals & Splits,Dash Cordial Lime 150ml,1.00,81.27,23.0000,52411,
110111,1,1,Beverages,Limerick,Minerals & Splits,Dash Cordial Orange 150ml,1.00,81.27,23.0000,52408,
110109,1,1,Beverages,Limerick,Minerals & Splits,Dash Red Lemonade 100ml,1.00,88.31,23.0000,52405,
110110,1,1,Beverages,Limerick,Minerals & Splits,Dash White Lemonade 100ml,1.00,88.6,23.0000,52406,
110114,1,1,Beverages,Limerick,Minerals & Splits,Jug of Cordial Blackcurrant 300ml,3.00,87.52,23.0000,52414,
110116,1,1,Beverages,Limerick,Minerals & Splits,Jug of Cordial Lime 300ml,3.00,87.52,23.0000,52418,
110115,1,1,Beverages,Limerick,Minerals & Splits,Jug of Cordial Orange 300ml,3.00,87.52,23.0000,52416,
110118,1,1,Beverages,Limerick,Minerals & Splits,PT Cordial Blackcurrant 150ml,1.50,87.51,23.0000,52421,
110119,1,1,Beverages,Limerick,Minerals & Splits,PT Cordial Lime 150ml,1.50,87.51,23.0000,52422,
110117,1,1,Beverages,Limerick,Minerals & Splits,PT Cordial Orange 150ml,1.50,87.51,23.0000,52419,
110123,1,1,Beverages,Limerick,Minerals & Splits,Splash Fanta Lemon 150ml ,1.00,68.22,23.0000,52428,
110122,1,1,Beverages,Limerick,Minerals & Splits,Splash Fanta Orange 150ml ,1.00,70.41,23.0000,52426,
110108,1,1,Beverages,Limerick,Minerals & Splits,Splash Lemon & Lime 150ml,1.00,72.37,23.0000,52402,
110125,1,1,Beverages,Limerick,Minerals & Splits,Sqeez Apple Juice 200ml,2.00,81.37,23.0000,52433,
110124,1,1,Beverages,Limerick,Minerals & Splits,Sqeez Orange Juice 200ml,2.00,81.37,23.0000,52429,
110083,1,1,Beverages,Limerick,N/A Wine Bottle,Torres Natureo Moscatel Spain 75cl,18.00,64.1,23.0000,52512,
110062,1,1,Beverages,Limerick,Red Wine Bottle,Aires Andinos Malbec Argentina 75cl,33.00,73.13,23.0000,52506,
110057,1,1,Beverages,Limerick,Red Wine Bottle,Copperfield Pinotage South Africa 75cl,31.00,74.3,23.0000,52478,
110061,1,1,Beverages,Limerick,Red Wine Bottle,Monologo Rioja Crianza Spain 75cl,33.00,66.38,23.0000,52505,
110059,1,1,Beverages,Limerick,Red Wine Bottle,Montanas Y Mar Cabernet Sauvignon Chile 75cl,29.90,72,23.0000,52494,
110058,1,1,Beverages,Limerick,Red Wine Bottle,Montgravet Merlot France 75cl,29.90,69.1,23.0000,52480,
110060,1,1,Beverages,Limerick,Red Wine Bottle,Solandia Nero D'avola Italy 75cl,29.00,70.04,23.0000,52502,
110064,2,4.2,Beverages,Limerick,Red Wine Glass,Montanas Y Mar Cabernet Sauvignon Chile 75cl,8.00,75.1,23.0000,52494,
110063,2,4.2,Beverages,Limerick,Red Wine Glass,Montgravet Merlot France 75cl,8.00,72.5,23.0000,52480,
110065,2,4.2,Beverages,Limerick,Red Wine Glass,Solandia Nero D'avola Italy 75cl,7.50,72.4,23.0000,52502,
110134,1,1,Beverages,Limerick,Rum,Bacardi,5.40,79.1,23.0000,52716,
110135,1,1,Beverages,Limerick,Rum,Captain Morgan Spiced,5.40,80,23.0000,52717,
110136,1,1,Beverages,Limerick,Rum,Jamacian Dark Rum,5.20,77,23.0000,53320,
110137,2,1,Beverages,Limerick,Rum,Malibu,5.20,81,23.0000,52708,
110152,1,1,Beverages,Limerick,Shots,Baby Guinness,6.00,76.2,23.0000,52726,
110151,1,1,Beverages,Limerick,Shots,Tequila,6.00,77.42,23.0000,52713,
110129,1,1,Beverages,Limerick,Vodka,Huzzar Vodka,5.20,75,23.0000,52108,
110130,1,1,Beverages,Limerick,Vodka,Smirnoff Vodka,5.50,82,23.0000,52703,
110144,1,1,Beverages,Limerick,Whiskey - American,Jack Daniels,5.60,71,23.0000,52714,
110145,1,1,Beverages,Limerick,Whiskey - American,Southern Comfort,5.00,73,23.0000,52715,
110142,1,1,Beverages,Limerick,Whiskey - Irish,Bushmills Black Bush,6.00,74,23.0000,52735,
110140,1,1,Beverages,Limerick,Whiskey - Irish,Bushmills Original,5.50,76,23.0000,52705,
110138,1,1,Beverages,Limerick,Whiskey - Irish,Jameson,5.20,72.5,23.0000,52699,
110141,1,1,Beverages,Limerick,Whiskey - Irish,Paddys,5.20,75,23.0000,52744,
110139,1,1,Beverages,Limerick,Whiskey - Irish,Powers,5.20,74,23.0000,52700,
110143,1,1,Beverages,Limerick,Whisky - Scotch,Black & White,5.20,76.9,23.0000,52704,
110067,1,1,Beverages,Limerick,White Wine Bottle,Borsari Pinot Grigio Garganega Italy 75cl,29.90,73.66,23.0000,52476,
110071,1,1,Beverages,Limerick,White Wine Bottle,Copperfield Chenin Blanc South Africa 75cl,28.00,72.3,23.0000,52507,
110068,1,1,Beverages,Limerick,White Wine Bottle,Lopez de Haro Rosado Spain 75cl,32.00,66.88,23.0000,52483,
110069,1,1,Beverages,Limerick,White Wine Bottle,Marlborough Sun Sauvignon Blanc 75cl,43.00,67.86,23.0000,52491,
110070,1,1,Beverages,Limerick,White Wine Bottle,Montanas Y Mar Sauvignon Blanc Chile 75cl,29.90,71.94,23.0000,52498,
110072,1,1,Beverages,Limerick,White Wine Bottle,Pioner Mundi Albarino Spain 75cl,32.00,64.7,23.0000,53319,
110066,1,1,Beverages,Limerick,White Wine Bottle,Tocornal Chardonnay Chile 75cl,29.00,72.34,23.0000,52475,
110074,2,4.2,Beverages,Limerick,White Wine Glass,Borsari Pinot Grigio Garganega Italy 75cl,8.00,76.56,23.0000,52476,
110075,2,4.2,Beverages,Limerick,White Wine Glass,Montanas Y Mar Sauvignon Blanc Chile 75cl,8.00,75.03,23.0000,52498,
110073,2,4.2,Beverages,Limerick,White Wine Glass,Tocornal Chardonnay Chile 75cl,7.50,74.53,23.0000,52475,
109485,1,1,Beverages,Mullingar,Bottled Beer,Can WCC Original 250ml,6.50,69.29,23.0000,52362,
109486,1,1,Beverages,Mullingar,Bottled Beer,Can WCC Rose 250ml,6.50,69.29,23.0000,52364,
109479,1,1,Beverages,Mullingar,Bottled Beer,L/N Birra Moretti 330ml,6.60,71.3,23.0000,52352,
109475,1,1,Beverages,Mullingar,Bottled Beer,L/N Coors Light 330ml,6.60,78.61,23.0000,52348,
109480,1,1,Beverages,Mullingar,Bottled Beer,L/N Desperados 330ml,6.70,69.42,23.0000,52353,
109478,1,1,Beverages,Mullingar,Bottled Beer,L/N Heineken 0.0 330ml,5.50,77.47,23.0000,52351,
109474,1,1,Beverages,Mullingar,Bottled Beer,L/N Heineken 355ml,6.60,74.79,23.0000,52346,
109483,1,1,Beverages,Mullingar,Bottled Beer,L/N Smirnoff Ice 275ml,6.40,75.19,23.0000,52360,
109476,1,1,Beverages,Mullingar,Bottled Beer,L/N Sol 330ml,6.60,76.53,23.0000,52349,
109484,1,1,Beverages,Mullingar,Bottled Beer,L/N WKD Blue 275ml,6.40,77.3,23.0000,52361,
109481,1,1,Beverages,Mullingar,Bottled Beer,PT BTL Orchard Thieves 568ml,6.50,55.9,23.0000,52356,
109546,1,1,Beverages,Mullingar,Brandy,Hennessy,5.80,65.8,23.0000,52697,
109509,1,1,Beverages,Mullingar,Champagne/Sparkling Bottle,Dogarina Prosecco Italy 75cl,30.00,64.8,23.0000,52488,
109508,1,1,Beverages,Mullingar,Champagne/Sparkling Bottle,Lanson Black Label Brut France 75cl,90.00,45.83,23.0000,52486,
109511,1,1,Beverages,Mullingar,Champagne/Sparkling Bottle,Lanson Rose Label France 75cl,110.00,43.16,23.0000,52511,
109510,1,1,Beverages,Mullingar,Champagne/Sparkling Bottle,Segura Viudas Brut Reserva Cava Spain 75cl,40.00,59.18,23.0000,52510,
109780,1,1,Beverages,Mullingar,Cocktails,Cosmopolitan,11.00,70,23.0000,52696,
109469,1,1,Beverages,Mullingar,Draught Beer,GL Coors Light,4.00,67.6,23.0000,52340,
109466,1,1,Beverages,Mullingar,Draught Beer,GL Guinness,3.30,60,23.0000,52335,
109468,1,1,Beverages,Mullingar,Draught Beer,GL Heineken,4.00,67.6,23.0000,52338,
109472,1,1,Beverages,Mullingar,Draught Beer,GL Murphys Red Ale,3.50,63.8,23.0000,52344,
109471,1,1,Beverages,Mullingar,Draught Beer,GL Orchard Thieves,4.00,66.2,23.0000,52343,
109463,1,1,Beverages,Mullingar,Draught Beer,PT Coors Light,6.00,56.8,23.0000,52330,
109460,1,1,Beverages,Mullingar,Draught Beer,PT Guinness,5.50,55,23.0000,52105,
109461,1,1,Beverages,Mullingar,Draught Beer,PT Heineken,6.00,56.8,23.0000,52326,
109462,1,1,Beverages,Mullingar,Draught Beer,PT Murphys Red Ale,5.90,57.1,23.0000,52329,
109465,1,1,Beverages,Mullingar,Draught Beer,PT Orchards Thieves,6.00,55,23.0000,52334,
109518,1,1,Beverages,Mullingar,Gin,Glendalough Rose Gin,5.70,67.4,23.0000,52723,
109519,1,1,Beverages,Mullingar,Gin,Glendalough Wild Botanical Gin,5.70,65.5,23.0000,52732,
109516,1,1,Beverages,Mullingar,Gin,Gordons Original Gin,5.20,78,23.0000,52702,
109552,1,1,Beverages,Mullingar,Hot Beverages,Americano Coffee,3.20,88.16,23.0000,52517,
109557,1,1,Beverages,Mullingar,Hot Beverages,Americano Coffee - Takeaway,2.80,78.45,23.0000,52524,
109554,1,1,Beverages,Mullingar,Hot Beverages,Cappuccino Coffee,3.70,82.17,23.0000,52520,
109558,1,1,Beverages,Mullingar,Hot Beverages,Cappuccino Coffee - Takeaway,2.90,69.52,23.0000,52525,
109555,1,1,Beverages,Mullingar,Hot Beverages,Espresso Coffee,2.60,80.94,23.0000,52521,
109559,1,1,Beverages,Mullingar,Hot Beverages,Espresso Coffee - Takeaway,2.60,72.31,23.0000,52526,
109562,1,1,Beverages,Mullingar,Hot Beverages,Hot Chocolate,2.80,74.8,23.0000,52529,
109563,1,1,Beverages,Mullingar,Hot Beverages,Hot Chocolate - Takeaway,2.80,66.8,23.0000,52530,
109553,1,1,Beverages,Mullingar,Hot Beverages,Latte Coffee,3.70,83.56,23.0000,52518,
109560,1,1,Beverages,Mullingar,Hot Beverages,Latte Coffee - Takeaway,2.90,71.29,23.0000,52527,
109561,1,1,Beverages,Mullingar,Hot Beverages,Tea - Takeaway,2.30,79.59,23.0000,52528,
109551,1,1,Beverages,Mullingar,Hot Beverages,Tea Cup,2.30,89.3,23.0000,52515,
109556,1,1,Beverages,Mullingar,Hot Beverages,Tea Pot,2.30,77.99,23.0000,52523,
109544,1,1,Beverages,Mullingar,Liqueurs,Baileys Irish Cream,6.00,80,23.0000,52720,
109550,1,1,Beverages,Mullingar,Liqueurs,Jagermeister,6.00,79.5,23.0000,52707,
109542,1,1,Beverages,Mullingar,Liqueurs,Sambuca,6.00,75,23.0000,52712,
109545,1,1,Beverages,Mullingar,Liqueurs,Tia Maria,6.00,82.5,23.0000,52730,
109571,1,1,Beverages,Mullingar,Liqueurs Coffee,Baileys Coffee,6.90,80,23.0000,52727,
109569,1,1,Beverages,Mullingar,Liqueurs Coffee,Hot Irish Whiskey,6.00,69.9,23.0000,52724,
109573,1,1,Beverages,Mullingar,Liqueurs Coffee,Hot Port,6.00,81.3,23.0000,52750,
109570,1,1,Beverages,Mullingar,Liqueurs Coffee,Irish Coffee,6.90,70.5,23.0000,52725,
109580,1,1,Beverages,Mullingar,Minerals & Splits,BT Coca Cola 200ml,3.00,75.4,23.0000,52366,
109584,1,1,Beverages,Mullingar,Minerals & Splits,BT Coke Zero 200ml,3.00,77.1,23.0000,52371,
109588,1,1,Beverages,Mullingar,Minerals & Splits,BT Cranberry Juice 200ml,3.00,74.38,23.0000,52376,
109581,1,1,Beverages,Mullingar,Minerals & Splits,BT Diet Coke 200ml,3.00,77.1,23.0000,52367,
109611,1,1,Beverages,Mullingar,Minerals & Splits,BT Elderflower Tonic Water 200ml,3.50,80.2,23.0000,52437,
109583,1,1,Beverages,Mullingar,Minerals & Splits,BT Fanta Lemon 200ml,3.00,80,23.0000,52370,
109582,1,1,Beverages,Mullingar,Minerals & Splits,BT Fanta Orange 200ml,3.00,80,23.0000,52369,
109594,1,1,Beverages,Mullingar,Minerals & Splits,BT Ginger Ale 125ml,2.50,78,23.0000,52385,
109586,1,1,Beverages,Mullingar,Minerals & Splits,BT Lucozade,3.50,73,23.0000,52374,
109587,1,1,Beverages,Mullingar,Minerals & Splits,BT Orange Juice 200ml,3.00,74.38,23.0000,52375,
109592,1,1,Beverages,Mullingar,Minerals & Splits,BT Slimline Tonic 125ml,2.50,78,23.0000,52383,
109595,1,1,Beverages,Mullingar,Minerals & Splits,BT Soda Water 125ml,2.50,78,23.0000,52387,
109590,1,1,Beverages,Mullingar,Minerals & Splits,BT Sparkling Water 330ml,3.50,83,23.0000,52378,
109579,1,1,Beverages,Mullingar,Minerals & Splits,BT Sprite Zero 200ml,3.00,79.96,23.0000,52365,
109589,1,1,Beverages,Mullingar,Minerals & Splits,BT Still Water 330ml,3.50,83,23.0000,52377,
109591,1,1,Beverages,Mullingar,Minerals & Splits,BT Tonic Water 125ml,2.50,78,23.0000,52382,
109593,1,1,Beverages,Mullingar,Minerals & Splits,BT White Lemonade 125ml,2.50,77,23.0000,52384,
109610,1,1,Beverages,Mullingar,Minerals & Splits,Can Monster Energy 250ml,4.70,77,23.0000,52434,
109601,1,1,Beverages,Mullingar,Minerals & Splits,Dash Cordial Blackcurrant 150ml,1.00,81.27,23.0000,52412,
109600,1,1,Beverages,Mullingar,Minerals & Splits,Dash Cordial Lime 150ml,1.00,81.27,23.0000,52411,
109599,1,1,Beverages,Mullingar,Minerals & Splits,Dash Cordial Orange 150ml,1.00,81.27,23.0000,52408,
109597,1,1,Beverages,Mullingar,Minerals & Splits,Dash Red Lemonade 100ml,1.00,88.31,23.0000,52405,
109598,1,1,Beverages,Mullingar,Minerals & Splits,Dash White Lemonade 100ml,1.00,88.6,23.0000,52406,
109602,1,1,Beverages,Mullingar,Minerals & Splits,Jug of Cordial Blackcurrant 300ml,3.00,87.52,23.0000,52414,
109604,1,1,Beverages,Mullingar,Minerals & Splits,Jug of Cordial Lime 300ml,3.00,87.52,23.0000,52418,
109603,1,1,Beverages,Mullingar,Minerals & Splits,Jug of Cordial Orange 300ml,3.00,87.52,23.0000,52416,
109606,1,1,Beverages,Mullingar,Minerals & Splits,PT Cordial Blackcurrant 150ml,1.50,87.51,23.0000,52421,
109607,1,1,Beverages,Mullingar,Minerals & Splits,PT Cordial Lime 150ml,1.50,87.51,23.0000,52422,
109605,1,1,Beverages,Mullingar,Minerals & Splits,PT Cordial Orange 150ml,1.50,87.51,23.0000,52419,
109609,1,1,Beverages,Mullingar,Minerals & Splits,Splash Fanta Lemon 150ml ,1.00,68.22,23.0000,52428,
109608,1,1,Beverages,Mullingar,Minerals & Splits,Splash Fanta Orange 150ml ,1.00,70.41,23.0000,52426,
109596,1,1,Beverages,Mullingar,Minerals & Splits,Splash Lemon & Lime 150ml,1.00,72.37,23.0000,52402,
109512,1,1,Beverages,Mullingar,N/A Wine Bottle,Torres Natureo Moscatel Spain 75cl,18.00,64.1,23.0000,52512,
109492,1,1,Beverages,Mullingar,Red Wine Bottle,Aires Andinos Malbec Argentina 75cl,31.00,71.4,23.0000,52506,
109487,1,1,Beverages,Mullingar,Red Wine Bottle,Copperfield Pinotage South Africa 75cl,28.00,71.6,23.0000,52478,
109491,1,1,Beverages,Mullingar,Red Wine Bottle,Monologo Rioja Crianza Spain 75cl,31.00,64.2,23.0000,52505,
